文件名,文件大小(字节),本地完整路径,云端路径,云端链接,上传状态,上传时间,所属文件夹,相对路径
基于CPFS的“等比数列求和公式”教学设计_李东瑞.pdf,242071,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十七：CPFS结构理论\基于CPFS的“等比数列求和公式”教学设计_李东瑞.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十七：CPFS结构理论/基于CPFS的“等比数列求和公式”教学设计_李东瑞.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十七：CPFS结构理论/基于CPFS的“等比数列求和公式”教学设计_李东瑞.pdf,成功,2026-04-04 19:25:50,math-teaching-resources/理论卡片,理论文献\理论卡片二十七：CPFS结构理论\基于CPFS的“等比数列求和公式”教学设计_李东瑞.pdf
基于CPFS结构下的高中数学教学研究_王若璇.pdf,4634544,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十七：CPFS结构理论\基于CPFS结构下的高中数学教学研究_王若璇.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十七：CPFS结构理论/基于CPFS结构下的高中数学教学研究_王若璇.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十七：CPFS结构理论/基于CPFS结构下的高中数学教学研究_王若璇.pdf,成功,2026-04-04 19:25:53,math-teaching-resources/理论卡片,理论文献\理论卡片二十七：CPFS结构理论\基于CPFS结构下的高中数学教学研究_王若璇.pdf
基于CPFS结构培养学生数学问题提出能力的教学策略研究_邹佳琦.pdf,2614616,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十七：CPFS结构理论\基于CPFS结构培养学生数学问题提出能力的教学策略研究_邹佳琦.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十七：CPFS结构理论/基于CPFS结构培养学生数学问题提出能力的教学策略研究_邹佳琦.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十七：CPFS结构理论/基于CPFS结构培养学生数学问题提出能力的教学策略研究_邹佳琦.pdf,成功,2026-04-04 19:25:54,math-teaching-resources/理论卡片,理论文献\理论卡片二十七：CPFS结构理论\基于CPFS结构培养学生数学问题提出能力的教学策略研究_邹佳琦.pdf
基于CPFS结构理论的“两角差的余弦公式”教学设计_王跃男.pdf,1084228,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十七：CPFS结构理论\基于CPFS结构理论的“两角差的余弦公式”教学设计_王跃男.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十七：CPFS结构理论/基于CPFS结构理论的“两角差的余弦公式”教学设计_王跃男.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十七：CPFS结构理论/基于CPFS结构理论的“两角差的余弦公式”教学设计_王跃男.pdf,成功,2026-04-04 19:25:55,math-teaching-resources/理论卡片,理论文献\理论卡片二十七：CPFS结构理论\基于CPFS结构理论的“两角差的余弦公式”教学设计_王跃男.pdf
基于CPFS结构理论的数学教学研究_黄佳.pdf,3953465,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十七：CPFS结构理论\基于CPFS结构理论的数学教学研究_黄佳.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十七：CPFS结构理论/基于CPFS结构理论的数学教学研究_黄佳.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十七：CPFS结构理论/基于CPFS结构理论的数学教学研究_黄佳.pdf,成功,2026-04-04 19:25:57,math-teaching-resources/理论卡片,理论文献\理论卡片二十七：CPFS结构理论\基于CPFS结构理论的数学教学研究_黄佳.pdf
基于CPFS结构理论的立体几何教学研究_陈琪.pdf,4607950,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十七：CPFS结构理论\基于CPFS结构理论的立体几何教学研究_陈琪.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十七：CPFS结构理论/基于CPFS结构理论的立体几何教学研究_陈琪.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十七：CPFS结构理论/基于CPFS结构理论的立体几何教学研究_陈琪.pdf,成功,2026-04-04 19:26:00,math-teaching-resources/理论卡片,理论文献\理论卡片二十七：CPFS结构理论\基于CPFS结构理论的立体几何教学研究_陈琪.pdf
基于CPFS结构理论的高中数学命题教学研究_王紫微.pdf,3572994,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十七：CPFS结构理论\基于CPFS结构理论的高中数学命题教学研究_王紫微.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十七：CPFS结构理论/基于CPFS结构理论的高中数学命题教学研究_王紫微.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十七：CPFS结构理论/基于CPFS结构理论的高中数学命题教学研究_王紫微.pdf,成功,2026-04-04 19:26:02,math-teaching-resources/理论卡片,理论文献\理论卡片二十七：CPFS结构理论\基于CPFS结构理论的高中数学命题教学研究_王紫微.pdf
基于CPFS结构理论的高中数学概念教学探索_李慧娟.pdf,1303807,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十七：CPFS结构理论\基于CPFS结构理论的高中数学概念教学探索_李慧娟.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十七：CPFS结构理论/基于CPFS结构理论的高中数学概念教学探索_李慧娟.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十七：CPFS结构理论/基于CPFS结构理论的高中数学概念教学探索_李慧娟.pdf,成功,2026-04-04 19:26:03,math-teaching-resources/理论卡片,理论文献\理论卡片二十七：CPFS结构理论\基于CPFS结构理论的高中数学概念教学探索_李慧娟.pdf
基于CPFS结构的函数概念与性质教学策略研究_师翠娜.pdf,5399915,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十七：CPFS结构理论\基于CPFS结构的函数概念与性质教学策略研究_师翠娜.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十七：CPFS结构理论/基于CPFS结构的函数概念与性质教学策略研究_师翠娜.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十七：CPFS结构理论/基于CPFS结构的函数概念与性质教学策略研究_师翠娜.pdf,成功,2026-04-04 19:26:06,math-teaching-resources/理论卡片,理论文献\理论卡片二十七：CPFS结构理论\基于CPFS结构的函数概念与性质教学策略研究_师翠娜.pdf
基于CPFS结构的圆锥曲线教学研究——以“椭圆的简单几何性质”为例_黄婕.pdf,1083099,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十七：CPFS结构理论\基于CPFS结构的圆锥曲线教学研究——以“椭圆的简单几何性质”为例_黄婕.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十七：CPFS结构理论/基于CPFS结构的圆锥曲线教学研究——以“椭圆的简单几何性质”为例_黄婕.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十七：CPFS结构理论/基于CPFS结构的圆锥曲线教学研究——以“椭圆的简单几何性质”为例_黄婕.pdf,成功,2026-04-04 19:26:06,math-teaching-resources/理论卡片,理论文献\理论卡片二十七：CPFS结构理论\基于CPFS结构的圆锥曲线教学研究——以“椭圆的简单几何性质”为例_黄婕.pdf
基于CPFS结构的数学概念教学研究——以“椭圆的定义及其标准方程”为例_罗柳.pdf,1374906,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十七：CPFS结构理论\基于CPFS结构的数学概念教学研究——以“椭圆的定义及其标准方程”为例_罗柳.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十七：CPFS结构理论/基于CPFS结构的数学概念教学研究——以“椭圆的定义及其标准方程”为例_罗柳.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十七：CPFS结构理论/基于CPFS结构的数学概念教学研究——以“椭圆的定义及其标准方程”为例_罗柳.pdf,成功,2026-04-04 19:26:07,math-teaching-resources/理论卡片,理论文献\理论卡片二十七：CPFS结构理论\基于CPFS结构的数学概念教学研究——以“椭圆的定义及其标准方程”为例_罗柳.pdf
基于CPFS结构的高中基本初等函数教学研究_缪静.pdf,6102698,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十七：CPFS结构理论\基于CPFS结构的高中基本初等函数教学研究_缪静.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十七：CPFS结构理论/基于CPFS结构的高中基本初等函数教学研究_缪静.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十七：CPFS结构理论/基于CPFS结构的高中基本初等函数教学研究_缪静.pdf,成功,2026-04-04 19:26:10,math-teaching-resources/理论卡片,理论文献\理论卡片二十七：CPFS结构理论\基于CPFS结构的高中基本初等函数教学研究_缪静.pdf
UbD理论下的高中数学大单元教学设计研究_吴小妹.pdf,1997290,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十三：UbD理论\UbD理论下的高中数学大单元教学设计研究_吴小妹.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十三：UbD理论/UbD理论下的高中数学大单元教学设计研究_吴小妹.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十三：UbD理论/UbD理论下的高中数学大单元教学设计研究_吴小妹.pdf,成功,2026-04-04 19:26:12,math-teaching-resources/理论卡片,理论文献\理论卡片二十三：UbD理论\UbD理论下的高中数学大单元教学设计研究_吴小妹.pdf
UbD理论在高中数学章起始课中的实践探索——以“集合的概念”为例_罗文波.pdf,1343612,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十三：UbD理论\UbD理论在高中数学章起始课中的实践探索——以“集合的概念”为例_罗文波.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十三：UbD理论/UbD理论在高中数学章起始课中的实践探索——以“集合的概念”为例_罗文波.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十三：UbD理论/UbD理论在高中数学章起始课中的实践探索——以“集合的概念”为例_罗文波.pdf,成功,2026-04-04 19:26:12,math-teaching-resources/理论卡片,理论文献\理论卡片二十三：UbD理论\UbD理论在高中数学章起始课中的实践探索——以“集合的概念”为例_罗文波.pdf
UbD视域下圆锥曲线单元教学设计及实践研究_王君.pdf,2353443,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十三：UbD理论\UbD视域下圆锥曲线单元教学设计及实践研究_王君.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十三：UbD理论/UbD视域下圆锥曲线单元教学设计及实践研究_王君.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十三：UbD理论/UbD视域下圆锥曲线单元教学设计及实践研究_王君.pdf,成功,2026-04-04 19:26:14,math-teaching-resources/理论卡片,理论文献\理论卡片二十三：UbD理论\UbD视域下圆锥曲线单元教学设计及实践研究_王君.pdf
基于UbD理论促进高中数学深度学习的教学实践探究_林丽娟.pdf,117534,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十三：UbD理论\基于UbD理论促进高中数学深度学习的教学实践探究_林丽娟.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十三：UbD理论/基于UbD理论促进高中数学深度学习的教学实践探究_林丽娟.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十三：UbD理论/基于UbD理论促进高中数学深度学习的教学实践探究_林丽娟.pdf,成功,2026-04-04 19:26:14,math-teaching-resources/理论卡片,理论文献\理论卡片二十三：UbD理论\基于UbD理论促进高中数学深度学习的教学实践探究_林丽娟.pdf
基于UbD理论的高三数学“微专题”设计实践研究——以“直线与圆相交、相切的有关问题”为例_吴姚志.pdf,1205839,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十三：UbD理论\基于UbD理论的高三数学“微专题”设计实践研究——以“直线与圆相交、相切的有关问题”为例_吴姚志.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十三：UbD理论/基于UbD理论的高三数学“微专题”设计实践研究——以“直线与圆相交、相切的有关问题”为例_吴姚志.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十三：UbD理论/基于UbD理论的高三数学“微专题”设计实践研究——以“直线与圆相交、相切的有关问题”为例_吴姚志.pdf,成功,2026-04-04 19:26:15,math-teaching-resources/理论卡片,理论文献\理论卡片二十三：UbD理论\基于UbD理论的高三数学“微专题”设计实践研究——以“直线与圆相交、相切的有关问题”为例_吴姚志.pdf
基于UbD理论的高中平面向量单元教学设计研究_李雪琦.pdf,4369160,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十三：UbD理论\基于UbD理论的高中平面向量单元教学设计研究_李雪琦.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十三：UbD理论/基于UbD理论的高中平面向量单元教学设计研究_李雪琦.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十三：UbD理论/基于UbD理论的高中平面向量单元教学设计研究_李雪琦.pdf,成功,2026-04-04 19:26:17,math-teaching-resources/理论卡片,理论文献\理论卡片二十三：UbD理论\基于UbD理论的高中平面向量单元教学设计研究_李雪琦.pdf
基于UbD理论的高中数学“教—学—评”一体化研究——以《方程思想在解三角形中的应用》一课的教学为例_许清清.pdf,1490498,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十三：UbD理论\基于UbD理论的高中数学“教—学—评”一体化研究——以《方程思想在解三角形中的应用》一课的教学为例_许清清.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十三：UbD理论/基于UbD理论的高中数学“教—学—评”一体化研究——以《方程思想在解三角形中的应用》一课的教学为例_许清清.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十三：UbD理论/基于UbD理论的高中数学“教—学—评”一体化研究——以《方程思想在解三角形中的应用》一课的教学为例_许清清.pdf,成功,2026-04-04 19:26:18,math-teaching-resources/理论卡片,理论文献\理论卡片二十三：UbD理论\基于UbD理论的高中数学“教—学—评”一体化研究——以《方程思想在解三角形中的应用》一课的教学为例_许清清.pdf
基于UbD理论的高中数学单元教学设计_王锐.pdf,4185612,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十三：UbD理论\基于UbD理论的高中数学单元教学设计_王锐.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十三：UbD理论/基于UbD理论的高中数学单元教学设计_王锐.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十三：UbD理论/基于UbD理论的高中数学单元教学设计_王锐.pdf,成功,2026-04-04 19:26:20,math-teaching-resources/理论卡片,理论文献\理论卡片二十三：UbD理论\基于UbD理论的高中数学单元教学设计_王锐.pdf
基于UbD理论的高中数学单元教学设计——以“数列”为例_李炜明 (1).pdf,1323622,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十三：UbD理论\基于UbD理论的高中数学单元教学设计——以“数列”为例_李炜明 (1).pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十三：UbD理论/基于UbD理论的高中数学单元教学设计——以“数列”为例_李炜明 (1).pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十三：UbD理论/基于UbD理论的高中数学单元教学设计——以“数列”为例_李炜明 (1).pdf,成功,2026-04-04 19:26:21,math-teaching-resources/理论卡片,理论文献\理论卡片二十三：UbD理论\基于UbD理论的高中数学单元教学设计——以“数列”为例_李炜明 (1).pdf
基于UbD理论的高中数学单元教学设计与实践_梁志佩.pdf,2627691,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十三：UbD理论\基于UbD理论的高中数学单元教学设计与实践_梁志佩.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十三：UbD理论/基于UbD理论的高中数学单元教学设计与实践_梁志佩.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十三：UbD理论/基于UbD理论的高中数学单元教学设计与实践_梁志佩.pdf,成功,2026-04-04 19:26:22,math-teaching-resources/理论卡片,理论文献\理论卡片二十三：UbD理论\基于UbD理论的高中数学单元教学设计与实践_梁志佩.pdf
基于UbD理论的高中数学统计教学实践研究_鲁成全.pdf,6969695,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十三：UbD理论\基于UbD理论的高中数学统计教学实践研究_鲁成全.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十三：UbD理论/基于UbD理论的高中数学统计教学实践研究_鲁成全.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十三：UbD理论/基于UbD理论的高中数学统计教学实践研究_鲁成全.pdf,成功,2026-04-04 19:26:26,math-teaching-resources/理论卡片,理论文献\理论卡片二十三：UbD理论\基于UbD理论的高中数学统计教学实践研究_鲁成全.pdf
基于UbD理论的高中等比数列教学设计研究_顾芯僮.pdf,12078232,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十三：UbD理论\基于UbD理论的高中等比数列教学设计研究_顾芯僮.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十三：UbD理论/基于UbD理论的高中等比数列教学设计研究_顾芯僮.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十三：UbD理论/基于UbD理论的高中等比数列教学设计研究_顾芯僮.pdf,成功,2026-04-04 19:26:33,math-teaching-resources/理论卡片,理论文献\理论卡片二十三：UbD理论\基于UbD理论的高中等比数列教学设计研究_顾芯僮.pdf
核心素养视角下高中数学UbD单元教学设计研究与实践_张丽婷.pdf,4091944,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十三：UbD理论\核心素养视角下高中数学UbD单元教学设计研究与实践_张丽婷.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十三：UbD理论/核心素养视角下高中数学UbD单元教学设计研究与实践_张丽婷.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十三：UbD理论/核心素养视角下高中数学UbD单元教学设计研究与实践_张丽婷.pdf,成功,2026-04-04 19:26:35,math-teaching-resources/理论卡片,理论文献\理论卡片二十三：UbD理论\核心素养视角下高中数学UbD单元教学设计研究与实践_张丽婷.pdf
浅谈UbD理论下高三数学复习的高效模式——以“概率”单元复习为例_姚才镇.pdf,756287,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十三：UbD理论\浅谈UbD理论下高三数学复习的高效模式——以“概率”单元复习为例_姚才镇.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十三：UbD理论/浅谈UbD理论下高三数学复习的高效模式——以“概率”单元复习为例_姚才镇.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十三：UbD理论/浅谈UbD理论下高三数学复习的高效模式——以“概率”单元复习为例_姚才镇.pdf,成功,2026-04-04 19:26:35,math-teaching-resources/理论卡片,理论文献\理论卡片二十三：UbD理论\浅谈UbD理论下高三数学复习的高效模式——以“概率”单元复习为例_姚才镇.pdf
深度学习视域下UbD理论在数学教学中的实践_谭艺蓉.pdf,1190272,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十三：UbD理论\深度学习视域下UbD理论在数学教学中的实践_谭艺蓉.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十三：UbD理论/深度学习视域下UbD理论在数学教学中的实践_谭艺蓉.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十三：UbD理论/深度学习视域下UbD理论在数学教学中的实践_谭艺蓉.pdf,成功,2026-04-04 19:26:36,math-teaching-resources/理论卡片,理论文献\理论卡片二十三：UbD理论\深度学习视域下UbD理论在数学教学中的实践_谭艺蓉.pdf
基于范希尔几何理论的中学数学教学研究——以“正弦定理”教学为例_陈玉莲.pdf,1205547,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十九：范希尔理论\基于范希尔几何理论的中学数学教学研究——以“正弦定理”教学为例_陈玉莲.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十九：范希尔理论/基于范希尔几何理论的中学数学教学研究——以“正弦定理”教学为例_陈玉莲.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十九：范希尔理论/基于范希尔几何理论的中学数学教学研究——以“正弦定理”教学为例_陈玉莲.pdf,成功,2026-04-04 19:26:37,math-teaching-resources/理论卡片,理论文献\理论卡片二十九：范希尔理论\基于范希尔几何理论的中学数学教学研究——以“正弦定理”教学为例_陈玉莲.pdf
基于范希尔理论的教学设计——以双曲线的标准方程为例_王俊.pdf,216284,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十九：范希尔理论\基于范希尔理论的教学设计——以双曲线的标准方程为例_王俊.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十九：范希尔理论/基于范希尔理论的教学设计——以双曲线的标准方程为例_王俊.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十九：范希尔理论/基于范希尔理论的教学设计——以双曲线的标准方程为例_王俊.pdf,成功,2026-04-04 19:26:37,math-teaching-resources/理论卡片,理论文献\理论卡片二十九：范希尔理论\基于范希尔理论的教学设计——以双曲线的标准方程为例_王俊.pdf
戴尔金字塔理论视角下的高职数学教学研究——以函数求极限教学为例_董志华.pdf,1091640,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十九：范希尔理论\戴尔金字塔理论视角下的高职数学教学研究——以函数求极限教学为例_董志华.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十九：范希尔理论/戴尔金字塔理论视角下的高职数学教学研究——以函数求极限教学为例_董志华.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十九：范希尔理论/戴尔金字塔理论视角下的高职数学教学研究——以函数求极限教学为例_董志华.pdf,成功,2026-04-04 19:26:38,math-teaching-resources/理论卡片,理论文献\理论卡片二十九：范希尔理论\戴尔金字塔理论视角下的高职数学教学研究——以函数求极限教学为例_董志华.pdf
范希尔理论与变式教学整合下的高中立体几何教学研究_欧阳玲娜.pdf,4660249,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十九：范希尔理论\范希尔理论与变式教学整合下的高中立体几何教学研究_欧阳玲娜.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十九：范希尔理论/范希尔理论与变式教学整合下的高中立体几何教学研究_欧阳玲娜.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十九：范希尔理论/范希尔理论与变式教学整合下的高中立体几何教学研究_欧阳玲娜.pdf,成功,2026-04-04 19:26:40,math-teaching-resources/理论卡片,理论文献\理论卡片二十九：范希尔理论\范希尔理论与变式教学整合下的高中立体几何教学研究_欧阳玲娜.pdf
范希尔理论在立体几何教学中的运用——以“二面角及其平面角”的教学为例_金保源.pdf,730455,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十九：范希尔理论\范希尔理论在立体几何教学中的运用——以“二面角及其平面角”的教学为例_金保源.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十九：范希尔理论/范希尔理论在立体几何教学中的运用——以“二面角及其平面角”的教学为例_金保源.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十九：范希尔理论/范希尔理论在立体几何教学中的运用——以“二面角及其平面角”的教学为例_金保源.pdf,成功,2026-04-04 19:26:41,math-teaching-resources/理论卡片,理论文献\理论卡片二十九：范希尔理论\范希尔理论在立体几何教学中的运用——以“二面角及其平面角”的教学为例_金保源.pdf
范希尔理论的发展、内核与教育启示_倪筱妤.pdf,876999,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十九：范希尔理论\范希尔理论的发展、内核与教育启示_倪筱妤.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十九：范希尔理论/范希尔理论的发展、内核与教育启示_倪筱妤.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十九：范希尔理论/范希尔理论的发展、内核与教育启示_倪筱妤.pdf,成功,2026-04-04 19:26:41,math-teaching-resources/理论卡片,理论文献\理论卡片二十九：范希尔理论\范希尔理论的发展、内核与教育启示_倪筱妤.pdf
APOS理论在数学概念教学中的应用探析_李正国 (1).pdf,2137662,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十二：APOS理论\APOS理论在数学概念教学中的应用探析_李正国 (1).pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十二：APOS理论/APOS理论在数学概念教学中的应用探析_李正国 (1).pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十二：APOS理论/APOS理论在数学概念教学中的应用探析_李正国 (1).pdf,成功,2026-04-04 19:26:42,math-teaching-resources/理论卡片,理论文献\理论卡片二十二：APOS理论\APOS理论在数学概念教学中的应用探析_李正国 (1).pdf
APOS理论在高中“导数及其应用”概念教学中的实践研究_郭享.pdf,318144,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十二：APOS理论\APOS理论在高中“导数及其应用”概念教学中的实践研究_郭享.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十二：APOS理论/APOS理论在高中“导数及其应用”概念教学中的实践研究_郭享.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十二：APOS理论/APOS理论在高中“导数及其应用”概念教学中的实践研究_郭享.pdf,成功,2026-04-04 19:26:43,math-teaching-resources/理论卡片,理论文献\理论卡片二十二：APOS理论\APOS理论在高中“导数及其应用”概念教学中的实践研究_郭享.pdf
APOS理论在高中数学概念教学中的应用_王维斌.pdf,1183492,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十二：APOS理论\APOS理论在高中数学概念教学中的应用_王维斌.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十二：APOS理论/APOS理论在高中数学概念教学中的应用_王维斌.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十二：APOS理论/APOS理论在高中数学概念教学中的应用_王维斌.pdf,成功,2026-04-04 19:26:43,math-teaching-resources/理论卡片,理论文献\理论卡片二十二：APOS理论\APOS理论在高中数学概念教学中的应用_王维斌.pdf
